序号,单词,音标,词性,中文释义,英文例句,分类,小节
24,distinguish,/dɪˈstɪŋɡwɪʃ/,v.,区分；辨别,Could he distinguish right from wrong? 他能辨别 是非吗？,Level 2,Day 15
25,odd,,adj.,古怪的,They're very odd people. 他们那些人都很古怪。,Level 2,Day 15
26,warn,/wɔːrn/,v.,警告,"I tried to warn him, but he wouldn't listen. 我设法 提醒过他，可他就是不听。",Level 2,Day 15
27,initial,/ɪˈnɪʃl/,,,The initial reaction has been excellent. 最初的反,Level 2,Day 15
28,gene,/dʒiːn/,n.,基因,a gene test 基因测试,Level 2,Day 15
29,reasonable,/ˈriːznəbl/,,,,Level 2,Day 15
30,honor,/ˈɑːnər/,n.,荣誉,He considered it an honor. 他把这当作一种荣誉。,Level 2,Day 15
31,retire,/rɪˈtaɪər/,v.,退休,The company's official retiring age is 65. 公司正,Level 2,Day 15
32,install,/ɪnˈstɔːl/,v.,安装,I'll need some help installing the software. 我得找 人帮忙安装这个软件。,Level 2,Day 15
33,metal,/ˈmetl/,n.,金属,a piece of metal 一块金属,Level 2,Day 15
34,repair,/rɪˈper/,v.,修理,It isn't worth having it repaired. 不值得修理它了。,Level 2,Day 15
35,mechanism,/ˈmekənɪzəm/,n.,机制,Pain acts as a natural defence mechanism. 疼痛算 是一种自然防护机制的作用。 你能 36. collapse /kəˈlæps/ | The roof collapsed under the weight of snow. 房 顶在雪的重压下突然坍塌下来。 | the collapse of share prices 股票价格暴跌,Level 2,Day 15
37,split,/splɪt/,v.,分裂；分开,She split the class into groups of four. 她按四人 一组把全班分成若干小组。,Level 2,Day 15
38,storm,/stɔːrm/,n.,暴风雨,violent storms 狂风暴雨,Level 2,Day 15
39,shut,/ʃʌt/,v.,关闭,She shut her eyes and fell asleep immediately. 她 闭上眼，立刻就睡着了。 The door was shut. 门关着。,Level 2,Day 15
40,lock,/lɑːk/,v.,锁上,This suitcase doesn't lock. 这手提箱锁不上。,Level 2,Day 15
1,budget,/ˈbʌdʒɪt/,n.,预算,an annual budget 年度预算,Level 2,Day 16
2,revenue,/ˈrevənuː/,n.,收益,The company's annual revenues rose by 30%. 司的年收入增加了30%。,Level 2,Day 16
3,export,/ˈekspɔːrt/,n.,出口,The islands export sugar and fruit. 这些岛屿出口 糖和水果。,Level 2,Day 16
4,fair,/fer/,adj.,公平的,The punishment was very fair. 这个处罚很公正。,Level 2,Day 16
5,fairly,/ˈferli/,adv.,相当地,a fairly easy book 一本相当浅易的书,Level 2,Day 16
6,plenty,/ˈplenti/,adv.,大量 116<< 零基础词汇讲义Level 2 16,,Level 2,Day 16
7,vast,/væst/,adj.,巨大的,a vast amount of information 大量信息,Level 2,Day 16
8,sufficient,/səˈfɪʃnt/,adj.,足够的；充分的,Allow sufficient time to get there. 留出充足的 时间好赶过去。,Level 2,Day 16
9,enormous,/ɪˈnɔːrməs/,adj.,巨大的,an enormous amount of time 大量的时间,Level 2,Day 16
10,imply,/ɪmˈplaɪ/,v.,意味，暗示,Are you implying that I am wrong? 你的意思是 不是说我错了？,Level 2,Day 16
11,industrial,/ɪnˈdʌstriəl/,adj.,工业的,industrial output 工业产量,Level 2,Day 16
12,factory,/ˈfæktri/,n.,工厂,,Level 2,Day 16
13,device,/dɪˈvaɪs/,n.,设备,a marketing device 作为一种营销手段,Level 2,Day 16
14,consist,/kənˈsɪst/,v.,由……组成(构成),The committee consists of ten members. 委员会 由十人组成。,Level 2,Day 16
15,branch,/bræntʃ/,n.,分支,The bank has branches all over the country. 银行在全国各地设有分行。,Level 2,Day 16
16,location,/loʊˈkeɪʃn/,n.,位置,The village was used as the location for a popular TV series. 这个村子曾是一部热门电视系列剧的拍 摄场地。,Level 2,Day 16
17,engineer,/ˌendʒɪˈnɪr/,n.,工程师,They're sending an engineer to fix the phone. 们要派一名修理工来安装电话。,Level 2,Day 16
18,secret,/ˈsiːkrət/,adj.,秘密的,secret information 秘密信息,Level 2,Day 16
19,scheme,/skiːm/,n.,方案,a training scheme 培训方案 against her. 她似乎觉得我们都在算计她。,Level 2,Day 16
20,rank,/ræŋk/,n.,地位，等级,a painter of the first rank 一流的画家,Level 2,Day 16
21,generate,/ˈdʒenəreɪt/,v.,产生，引起,to generate income 产生收益,Level 2,Day 16
22,procedure,/prəˈsiːdʒər/,n.,程序,maintenance procedures 维修程序,Level 2,Day 16
23,chain,/tʃeɪn/,n.,那家 链条；一系列,a bicycle chain 自行车链条,Level 2,Day 16
24,switch,/swɪtʃ/,n.,开关；转变,a | She made the switch from full-time to part-time work.她从全职工作改为兼职工作。,Level 2,Day 16
25,affair,/əˈfer/,n.,事情；事务,international affairs 国际事务,Level 2,Day 16
26,owner,/ˈoʊnər/,n.,所有者,a factory owner 工厂主,Level 2,Day 16
27,ignore,/ɪɡˈnɔːr/,v.,忽视,I made a suggestion but they chose to ignore it. 我 提了个建议，但他们不予理会。,Level 2,Day 16
28,labor,/ˈleɪbər/,n.,劳动；劳工,,Level 2,Day 16
29,knock,/nɑk/,v.,敲,Somebody was knocking on the window. 有人在 敲窗户。,Level 2,Day 16
30,urge,/ɜːrdʒ/,v.,敦促,She urged him to stay. 她力劝他留下。 | to take immediate action 立刻采取行动,Level 2,Day 16
32,narrow,/ˈnæroʊ/,adj.,狭窄的,a narrow victory 险胜,Level 2,Day 16
33,slide,/slaɪd/,v.,滑动,a downward slide in the price of oil 石油价格的 下跌,Level 2,Day 16
34,lean,/liːn/,v.,倾斜；倚靠,I leaned back in my chair. 我仰靠在椅背上。,Level 2,Day 16
35,slip,/slɪp/,v.,滑倒,She slipped over on the ice and broke her leg. 她 在冰上滑倒把腿摔断了。,Level 2,Day 16
36,extreme,/ɪkˈstriːm/,adj.,极度的,We are working under extreme pressure at the moment. 目前我们正在极大的压力下工作。,Level 2,Day 16
37,survive,/sərˈvaɪv/,v.,幸存,"Of the six people injured in the crash, only two survived.因这次撞车事故受伤的六人中，只有两人 活了下来。",Level 2,Day 16
38,alive,/əˈlaɪv/,adj.,活着的；有生气的,We don't know whether he's alive or dead. 我们 不知道他是死是活。,Level 2,Day 16
39,mill,/mɪl/,n.,工厂,a paper mill 造纸厂,Level 2,Day 16
40,deserve,/dɪˈzɜːrv/,v.,值得,These proposals deserve careful study. 这些建议 值得认真研究。,Level 2,Day 16
1,bond,/bɑːnd/,n.,纽带,A bond of friendship had been forged between them. 他们之间形成了一种友谊的纽带。,Level 2,Day 17
2,relevant,/ˈreləvənt/,adj.,相关的,a relevant suggestion 相关的提议,Level 2,Day 17
3,relative,/ˈrelətɪv/,adj.,相对的,a close /distant relative 近/远亲 | The fighting continued after a period of relative calm. 战斗在一段相对的平静之后继续。,Level 2,Day 17
4,neighbor,/ˈneɪbər/,n.,邻居,He was a good neighbor. 他是个挺好的邻居。,Level 2,Day 17
5,neighborhood,/ˈneɪbərhʊd/,n.,街坊；街区 线｜教研团队,That's exactly what is happening in a neighborhood in America. 这正是美国的一个小街 17 list relative neighbor neighborhood connection familiar bother reaction gather communicate bottom spread circle fond disgust absence reward ought command,Level 2,Day 17
6,passenger,/ˈpæsɪndʒər/,n.,旅客；乘客,I sat in the passenger seat.我坐在旅客座位上。,Level 2,Day 17
7,connect,/kəˈnekt/,v.,连接,The towns are connected by train and bus services. 这些城镇由火车和公共汽车连接起来。,Level 2,Day 17
8,connection,/kəˈnekʃn/,n.,联系,What is the connection between the two ideas? 这 两个意念之间有何联系?,Level 2,Day 17
9,familiar,/fəˈmɪliər/,adj.,熟悉的,Are you familiar with the computer software? 你 熟悉这个计算机软件吗？,Level 2,Day 17
10,bother,/ˈbɑːðər/,v.,使烦恼；打扰 small e.g. I don't want to bother her with my problems at the moment. 我此刻不想让她为我的事操心。,,Level 2,Day 17
11,strange,/streɪndʒ/,adj.,奇怪的,A strange thing happened this morning. 今天上午 发生了一件怪事。,Level 2,Day 17
12,refuse,/rɪˈfjuːz/,v.,拒绝,I politely refused their invitation. 我礼貌地回绝 了他们的邀请。,Level 2,Day 17
13,reaction,/riˈækʃn/,n.,反应 的反应是大吃一惊。,,Level 2,Day 17
14,gather,/ˈɡæðə(r)/,v.,聚集,A crowd soon gathered. 很快就聚集起了一群人。,Level 2,Day 17
15,communicate,/kəˈmjuːnɪkeɪt/,v.,交流，沟通,We only communicate by email. 我们只是互通 电邮。,Level 2,Day 17
16,accompany,/əˈkʌmpəni/,v.,陪伴，陪同,His wife accompanied him on the trip. 那次旅行 他由妻子陪同。,Level 2,Day 17
17,surround,/səˈraʊnd/,v.,围绕,The lake is surrounded with trees. 湖边树木环绕。,Level 2,Day 17
18,bottom,/ˈbɑːtəm/,n.,底部 脚下等候他们。 120<< 零基础词汇讲义Level 2,,Level 2,Day 17
19,spread,/spred/,v.,展开；传播,The disease spreads easily. 这种疾病容易传播。,Level 2,Day 17
20,circle,/ˈsɜːrkl/,n.,圆,Draw a circle. 画一个圆圈。,Level 2,Day 17
21,truly,/ˈtruːli/,adv.,真诚地,I'm truly sorry. 我非常抱歉。,Level 2,Day 17
22,gossip,/ˈɡɑːsɪp/,n.,流言蜚语,She's been gossiping about you. 她一直在说你的 闲话。,Level 2,Day 17
23,fond,/fɑːnd/,adj.,喜欢的,"Over the years, I have grown quite fond of her. 经 过这么多年，我越来越喜欢她了。",Level 2,Day 17
24,disgust,/dɪsˈɡʌst/,n.,厌恶,He walked away in disgust. 他感到厌恶，就走开了。,Level 2,Day 17
25,absence,/ˈæbsəns/,n.,缺乏；缺席,repeated absences from school 一再缺课,Level 2,Day 17
26,presence,/ˈprez(ə)ns/,n.,存在；出席,He hardly seemed to notice my presence. 他似乎 没有注意到我在场。,Level 2,Day 17
27,award,/əˈwɔːrd/,,,,Level 2,Day 17
28,reward,/rɪˈwɔːrd/,n.,奖励,a financial reward 经济奖励,Level 2,Day 17
29,ought,/ɔːt/,n.,指令；命令,You ought to give up smoking. 你应该戒烟。 | Begin when I give the command. 我发出命令时 开始。,Level 2,Day 17
31,concept,/ˈkɑːnsept/,n.,概念；观念,He can't grasp the basic concepts of math. 他无法 掌握数学的基本概念。,Level 2,Day 17
32,favor,/ˈfeɪvər/,n.,帮助；支持；偏袒,"On the whole, I'm in favor of the idea. 大体说来， 我赞成这个想法。 | I've come to ask you to do me a favor. 我是来请 你帮我一个忙的。",Level 2,Day 17
33,capacity,/kəˈpæsəti/,n.,容量；能力,She has an enormous capacity for hard work.她特 别能吃苦耐劳。,Level 2,Day 17
34,sight,/saɪt/,n.,视力；风景,The boat disappeared from sight. 那艘船从视野 中消失了。,Level 2,Day 17
35,vision,/ˈvɪʒn/,n.,视力；远见卓识,The couple moved outside her field of vision .这 对夫妇离开了她的视野。,Level 2,Day 17
36,excellent,/ˈeksələnt/,adj.,卓越的；杰出的,She speaks excellent French. 她法语说得好极了。,Level 2,Day 17
37,actual,/ˈæktʃuəl/,adj.,真实的,The actual cost was higher than we expected. 实 际成本比我们预计的要高,Level 2,Day 17
38,ideal,,adj.,理想的,He has found his ideal mate. 他已经找到了理想 的配偶。,Level 2,Day 17
39,hall,/hɔːl/,n.,走廊；大厅,a concert hall 音乐厅,Level 2,Day 17
40,library,/ˈlaɪbreri/,n.,图书馆,a public library 公共图书馆,Level 2,Day 17
1,childhood,/ˈtʃaɪldhʊd/,n.,童年,She had a happy childhood. 她有一个幸福的童年。,Level 2,Day 18
2,youth,/juːθ/,n.,年轻；年轻人,Youth is simply an attitude of mind. 青春仅仅是 心态问题。,Level 2,Day 18
3,marriage,/ˈmærɪdʒ/,n.,婚姻,They don't believe in marriage. 他们不相信婚姻。,Level 2,Day 18
4,senior,/ˈsiːniər/,adj.,高级的；年长的,a senior post 高级职务 | high school seniors 高中毕业班学生,Level 2,Day 18
5,cycle,/ˈsaɪkl/,n.,循环；周期,the cycle of the seasons 四季的循环,Level 2,Day 18
6,colleague,/ˈkɑːliːɡ/,n.,同事,We were friends and colleagues for more than 122<< 零基础词汇讲义Level 2 18 list marriage senior cycle partner entire admit temporary permanent taste comfort differ vary ordinary unique lucky,Level 2,Day 18
7,fellow,/ˈfeloʊ/,n.,同伴,She has a very good reputation among her fellows. 她在同事中的口碑甚佳。,Level 2,Day 18
8,partner,/ˈpɑːrtnər/,n.,伙伴,a marriage partner 配偶 a senior partner 主要合伙人,Level 2,Day 18
9,entire,/ɪnˈtaɪər/,adj.,全部的，整个的,The entire village was destroyed. 整个村庄都给 毁了。,Level 2,Day 18
10,admit,/ədˈmɪt/,v.,承认,Don't be afraid to admit to your mistakes. 不要怕 认错。,Level 2,Day 18
11,acknowledge,/əkˈnɑːlɪdʒ/,,,,Level 2,Day 18
12,valuable,/ˈvæljuəbl/,adj.,宝贵的，重要的,a valuable experience 宝贵的经验,Level 2,Day 18
13,temporary,/ˈtempəreri/,adj.,暂时的，临时的,I'm looking for some temporary work. 我在找临 时工作。,Level 2,Day 18
14,permanent,/ˈpɜːrmənənt/,,,The accident has not done any permanent damage.,Level 2,Day 18
15,taste,/teɪst/,n.,味道；品味,It tastes sweet. 这有甜味儿。,Level 2,Day 18
16,heavy,/ˈhevi/,adj.,重的；严重的；厚的,My brother is much heavier than me. 我弟弟比我 重得多。 | heavy rain 暴雨,Level 2,Day 18
17,remove,/rɪˈmuːv/,v.,移动；去除,He removed his hand from her shoulder. 他将手 从她的肩膀上拿开。,Level 2,Day 18
18,comfort,/ˈkʌmfərt/,n.,安慰,It's a comfort to know that she is safe. 知道她安,Level 2,Day 18
19,differ,/ˈdɪfər/,v.,不同于,French differs from English in this respect. 在这 方面法语不同于英语。,Level 2,Day 18
20,vary,/ˈveri/,v.,变化,The menu varies with the season. 菜单随季节而 变动。,Level 2,Day 18
21,status,/ˈsteɪtəs/,n.,地位；状态,to have a high social status 拥有很高的社会地位。,Level 2,Day 18
22,convince,/kənˈvɪns/,v.,说服；使信服,I'd convinced myself that I was right. 我确信自己 是正确的。,Level 2,Day 18
23,ordinary,/ˈɔːrdneri/,adj.,普通的；平凡的,The meal was very ordinary. 这顿饭平常得很。,Level 2,Day 18
24,unique,,adj.,独特的,"They are priceless, unique and irreplaceable. 它们 是无价的，独一无二的，不可替代的。",Level 2,Day 18
25,lucky,/ˈlʌki/,adj.,幸运的,She was lucky enough to be chosen for the team. 她很幸运被选中加入此队。,Level 2,Day 18
26,desire,/dɪˈzaɪər/,n.,渴望,a strong desire for power 强烈的权力欲 | We all desire health and happiness. 我们都渴望 健康和幸福。,Level 2,Day 18
27,bright,/braɪt/,,,,Level 2,Day 18
28,prospect,/ˈprɑːspekt/,n.,前景；展望,There is no immediate prospect of peace. 短期内 没有和平的可能。,Level 2,Day 18
29,peak,/piːk/,n.,顶峰,Traffic reaches its peak between 8 and 9 in morning. 上午8、9 点钟之间是交通高峰期。 | a mountain peak 山峰,Level 2,Day 18
30,promote,/prəˈmoʊt/,v.,促进；提升；推销,a campaign to promote awareness of environmental issues 提高环保意识的运动,Level 2,Day 18
31,temper,/ˈtempər/,n.,脾气；性情,in a good /bad temper 脾气好/不好,Level 2,Day 18
32,forgive,/fərˈɡɪv/,v.,原谅,I'll never forgive her for what she did. 我绝不会 原谅她做的事。,Level 2,Day 18
33,elder,/ˈeldər/,adj.,年龄较大的,my elder brother 我的哥哥 124<< 零基础词汇讲义Level 2,Level 2,Day 18
34,print,/prɪnt/,v.,印刷；打印,I'm printing a copy of the document for you. 我正 在给你印一份这个文件。,Level 2,Day 18
35,participate,/pɑːrˈtɪsɪpeɪt/,v.,参加；参与,She didn't participate in the discussion. 她没有参 加讨论。,Level 2,Day 18
36,participant,/pɑːrˈtɪsɪpənt/,n.,参与者；参加者 the e.g. Forty of the course participants are offered employment with the company. 参加课程学习的人 中有40 名得到了在该公司工作的机会。,,Level 2,Day 18
37,assistant,/əˈsɪstənt/,n.,助手,She works as a teaching assistant. 她担任助教。,Level 2,Day 18
38,aid,,n.,援助；帮助,Food aid is urgently needed. 迫切需要食物援助。,Level 2,Day 18
39,shy,/ʃaɪ/,adj.,害羞的,She was too shy to ask anyone for help. 她太腼 腆，不愿向任何人求助。,Level 2,Day 18
40,polite,/pəˈlaɪt/,adj.,有礼貌的，客气的,Please be polite to our guests. 请礼貌待客。,Level 2,Day 18
